,num_of_objects_around_star,right_ascension,declination,g_band_mag,r_band_mag,i_band_mag,z_band_mag,j_band_mag,h_band_mag,k_band_mag,kepler_band_mag,num_of_transits,max_single_event_stat,max_multi_event_stat,odd_even_depth_stat,limb_dark_co4,limb_dark_co3,limb_dark_co2,limb_dark_co1,transit_signal_to_noise,planet_radius_earth,orbit_semimajor_axis,impact,transit_duration,transit_depth,orbital_period,planet_star_radius_ratio,planet_star_distance_radius,inclination,planet_temp,star_temp,star_surface_gravity,star_metallicity,star_radius,star_mass,flux_weight_offset_sig,centroid_right_ascension,centroid_declination,centroid_right_ascension_offset,centroid_declination_offset,planet_star_right_ascension_offset,planet_star_declination_offset,angular_offset_right_ascension,angular_offset_declination,angular_offset_sky,insolation_flux,star_density,classification
1437,1,293.09253,41.355518,14.876,14.35,14.212,14.182,13.306,13.008,12.958,14.412,184.0,103.31487,913.0406,0.6798,0.0,0.0,0.2845,0.3747,856.3,14.31,0.0801,0.568,2.9987,8510.5,7.340714946,0.087453,17.37,88.13,1155.0,6056.0,4.191,0.36,1.498,1.268,0.0,19.53950056,41.3555528,-0.058,0.118,-0.00025,-0.00054,-0.018,0.052,0.055,421.03,1.83834,0
1438,2,292.28607,40.913589,15.86,14.671,14.247,14.005,12.86,12.227,12.118,14.731,107.0,6.710395,27.182327,0.709,0.0,0.0,0.101,0.6443,33.2,1.34,0.0896,0.519,3.1293,494.1,12.55111099,0.020536,26.94,88.9,480.0,4213.0,4.669,-0.2,0.598,0.609,0.069,19.4857441,40.9135,0.28,-0.32,-0.00023,0.00017,0.0,-0.03,0.03,12.56,2.34739,0
1439,1,295.30753,38.881641,15.446,14.95,14.803,14.759,13.956,13.696,13.727,14.996,354.0,41.05356,482.27795,0.5524,0.0,0.0,0.3022,0.3344,80.8,10.96,0.0439,0.338,3.2848,8538.0,3.003879547,0.085668,7.24,87.33,1438.0,6311.0,4.398,0.21,1.172,1.253,0.0,19.68717084,38.8815308,0.065,-0.393,-0.00085,-0.00131,0.011,0.023,0.026,1011.87,0.79594,0
1440,2,292.28607,40.913589,15.86,14.671,14.247,14.005,12.86,12.227,12.118,14.731,52.0,4.35663,15.767821,0.7471,0.0,0.0,0.101,0.6443,21.0,1.16,0.1384,0.376,3.952,387.2,24.0884178,0.017719,44.0,89.51,386.0,4213.0,4.669,-0.2,0.598,0.609,0.651,19.485735,40.91368,-0.11,0.32,-3e-05,-0.00011,-0.02,-0.14,0.14,5.26,2.78337,0
1441,3,287.14066,47.115189,13.157,12.713,12.612,12.582,11.71,11.448,11.409,12.776,106.0,6.2011385,32.72165,0.6064,0.0,0.0,0.2622,0.4035,41.7,1.49,0.1054,0.011,4.1828,187.9,12.75800092,0.012453,23.597,89.97,822.0,5782.0,4.34,-0.02,1.095,0.957,0.308,19.1427188,47.115156,0.3,-0.12,-4.8e-05,-1.9e-05,-0.28,-0.09,0.3,107.96,1.5271,0
1442,3,287.14066,47.115189,13.157,12.713,12.612,12.582,11.71,11.448,11.409,12.776,231.0,5.4906163,25.334806,0.1602,0.0,0.0,0.2622,0.4035,32.7,1.15,0.0599,0.074,3.1441,112.0,5.47033376,0.00962,13.396,89.68,1090.0,5782.0,4.34,-0.02,1.095,0.957,0.057,19.1427079,47.115022,-0.1,-0.6,1.6e-05,4.2e-05,-0.11,-0.52,0.53,334.27,1.51962,0
1443,2,288.0119,46.117611,15.676,15.114,15.016,14.888,13.968,13.611,13.582,15.214,209.0,4.906323,31.28787,0.9395,0.0,0.0,0.2868,0.3588,38.4,3.09,0.0698,0.882,1.6919,695.1,6.51112385,0.028261,15.57,86.75,1008.0,6032.0,4.465,-0.02,1.001,1.065,0.557,19.200801,46.11756,0.27,-0.18,-0.00014,0.0001,0.01,0.08,0.08,243.67,1.68446,0
1444,2,288.0119,46.117611,15.676,15.114,15.016,14.888,13.968,13.611,13.582,15.214,54.0,6.0068283,23.321205,0.0641,0.0,0.0,0.2868,0.3588,28.6,3.37,0.1658,0.88,2.4453,833.7,23.85163321,0.030835,40.0,88.74,654.0,6032.0,4.465,-0.02,1.001,1.065,0.004,19.200822,46.11745,1.03,-0.57,-0.00085,0.00048,-0.11,-0.23,0.25,43.19,2.13521,0
1445,1,289.04221,42.882488,13.455,12.953,12.786,12.708,11.817,11.459,11.416,12.987,493.0,4.1509986,30.774206,0.3968,0.0,0.0,0.2602,0.4096,36.8,1.38,0.0386,0.868,1.3115,143.5,2.714078374,0.012781,8.31,84.01,1301.0,5815.0,4.461,0.12,0.992,1.038,0.022,19.2694683,42.88254,-0.49,0.16,9.1e-05,-1.2e-05,0.48,0.14,0.5,675.86,1.47384,0
1446,1,295.18164,49.945782,14.325,13.725,13.574,13.512,12.521,12.207,12.124,13.8,11.0,10.315938,28.170069,0.0514,0.0,0.0,0.2327,0.4526,41.9,2.7,0.4629,0.872,7.835,717.7,122.8799543,0.028739,65.4,89.24,326.0,5413.0,4.51,0.0,0.861,0.875,0.026,19.678775,49.94581,-0.05,0.11,0.00043,0.00033,0.28,0.21,0.35,2.66,0.3502,0
1447,1,291.71146,42.341499,16.417,15.687,15.49,15.384,14.401,14.032,14.018,15.768,272.0,4.517726,27.71851,0.274,0.0,0.0,0.2111,0.4955,17.4,2.45,0.0574,0.147,2.034,679.6,4.88753111,0.023483,18.6,89.55,1003.0,5568.0,4.499,0.44,0.957,1.053,0.003,19.447419,42.34131,-0.48,-0.67,0.00026,0.00048,0.27,0.03,0.27,239.11,5.09659,0
1449,1,291.22433,45.778091,16.093,15.176,14.859,14.664,13.657,13.127,12.985,15.229,482.0,3.9563286,28.339994,0.2857,0.0,0.0,0.1196,0.6106,33.5,2.13,0.0343,0.806,1.0237,706.7,2.800111267,0.027766,13.36,86.54,956.0,4786.0,4.579,-0.2,0.704,0.686,0.0,19.4149472,45.778099,-0.33,0.03,0.00044,0.00043,-0.32,-0.09,0.33,197.81,5.75791,0
1450,1,291.03363,42.26786,15.47,14.959,14.795,14.754,13.83,13.481,13.496,14.998,37.0,6.970502,24.68519,0.2771,0.0,0.0,0.2889,0.3511,28.8,2.75,0.2101,0.88,4.4408,599.4,34.3511339,0.026053,31.2,88.39,576.0,6091.0,4.487,-0.14,0.967,1.045,0.438,19.402231,42.26798,-0.42,0.44,0.00016,-0.00017,-0.14,-0.06,0.16,26.1,0.48802,0
1451,2,285.93069,39.098141,15.223,14.571,14.364,14.253,13.314,12.859,12.81,14.622,398.0,32.43251,455.0805,0.5661,0.0,0.0,0.224,0.4695,480.7,6.62,0.0427,0.046,2.61366,3868.7,3.413036353,0.055812,10.5406,89.75,1200.0,5392.0,4.314,0.18,1.087,0.888,0.02,19.06204571,39.098074,-0.041,-0.237,-0.00023,-6e-05,0.0,0.0,0.001,490.24,1.90183,0
1452,1,293.20059,43.050041,16.172,15.585,15.384,15.283,14.398,14.024,13.932,15.62,455.0,3.4554873,23.920347,0.3193,0.0,0.0,0.2787,0.3728,30.0,1.56,0.0388,0.897,4.4302,285.8,3.00725068,0.018345,2.67,70.4,1122.0,5667.0,4.587,-0.36,0.781,0.873,0.075,19.546688,43.05023,-0.7,0.7,0.00017,-0.00014,0.18,0.12,0.22,373.99,0.03994,0
1453,2,285.01309,40.220749,16.028,14.677,13.708,13.21,11.951,11.279,11.056,14.404,245.0,5.51606,40.03304,0.8941,0.0,0.0,0.163,0.5825,45.0,1.57,0.0419,0.863,1.7807,660.7,4.194496867,0.027522,10.07,85.09,577.0,3706.0,4.747,0.26,0.522,0.555,0.799,19.0008693,40.220807,-0.13,0.21,3e-05,6e-05,-0.07,0.05,0.09,26.2,1.09947,0
1455,2,290.54855,38.495281,15.344,14.362,14.05,13.861,12.807,12.276,12.19,14.438,675.0,4.657093,44.915237,0.8567,0.0,0.0,0.1396,0.5988,56.3,3.97,0.0303,0.859,1.7901,403.2,1.970340203,0.021783,4.74,79.56,1599.0,4883.0,3.972,0.56,1.667,0.951,0.395,19.3698971,38.495277,-0.29,-0.01,3.3e-05,-6.6e-05,-0.03,-0.03,0.04,1540.07,0.51893,0
1456,2,290.54855,38.495281,15.344,14.362,14.05,13.861,12.807,12.276,12.19,14.438,237.0,5.601307,30.207308,0.9388,0.0,0.0,0.1396,0.5988,43.2,10.69,0.0567,1.004,1.132,748.3,5.05821338,0.058714,11.53,85.01,1168.0,4883.0,3.972,0.56,1.667,0.951,0.423,19.3698977,38.49517,-0.26,-0.4,4e-05,0.00016,0.02,0.1,0.1,439.8,1.13328,0
1457,1,291.5162,42.248192,15.476,14.768,14.528,14.419,13.434,13.018,12.92,14.812,51.0,9.713177,43.310688,0.1707,0.0,0.0,0.2043,0.4966,53.3,2.65,0.162,0.01,4.4557,965.8,26.85323647,0.027896,47.326,89.99,544.0,5329.0,4.455,-0.14,0.869,0.786,0.244,19.4344092,42.248203,-0.19,0.05,5e-05,-0.00019,-0.14,0.06,0.15,20.77,2.78077,0
1458,3,287.14066,47.115189,13.157,12.713,12.612,12.582,11.71,11.448,11.409,12.776,50.0,5.5788984,19.200647,0.4436,0.0,0.0,0.2622,0.4035,21.3,1.59,0.1654,0.814,2.7727,167.6,25.0985083,0.013257,41.7,88.88,656.0,5782.0,4.34,-0.02,1.095,0.957,0.402,19.142723,47.11516,0.46,-0.11,-7.6e-05,-2.1e-05,-0.23,-0.56,0.6,43.84,2.1809,0
1459,2,289.19263,44.149319,15.326,14.614,14.411,14.266,13.293,12.878,12.771,14.685,37.0,7.297534,27.756182,0.6111,0.0,0.0,0.1451,0.582,38.2,2.44,0.193,0.677,4.8251,699.3,34.2685741,0.02559,41.8,89.07,477.0,5083.0,4.468,0.18,0.872,0.815,0.247,19.2795083,44.14944,-0.02,0.43,1e-05,-0.00023,-0.09,0.29,0.3,12.2,1.17744,0
1460,1,297.40155,46.824001,15.872,15.117,14.906,14.813,13.832,13.432,13.361,15.196,186.0,5.088588,30.750694,0.2449,0.0,0.0,0.2111,0.4955,31.8,3.14,0.0633,0.921,1.7948,733.8,5.75321539,0.03095,11.38,85.36,920.0,5445.0,4.51,0.48,0.929,1.017,0.006,19.826786,46.82414,0.59,0.52,-0.00057,-0.00032,0.03,0.04,0.05,169.44,0.84337,0
1461,1,289.29626,46.457951,13.863,13.238,13.083,13.032,12.064,11.755,11.664,13.317,241.0,5.672402,35.991123,0.7832,0.0,0.0,0.2327,0.4526,38.2,1.49,0.0585,0.879,3.0788,203.9,5.50860699,0.015422,7.0,82.78,934.0,5448.0,4.489,0.0,0.883,0.877,0.085,19.2864202,46.458067,0.08,0.42,-1.6e-05,-5.9e-05,0.14,0.17,0.22,179.62,0.21388,0
1462,1,290.24805,44.435242,15.247,14.345,14.061,13.924,12.881,12.37,12.289,14.417,69.0,7.3504725,29.305529,0.8511,0.0,0.0,0.1466,0.5849,26.2,4.41,0.137,0.583,3.372,684.0,18.93055119,0.024576,36.1,89.07,766.0,5015.0,3.987,0.36,1.643,0.955,0.031,19.3498572,44.435243,-0.52,0.01,0.00042,5e-05,0.01,0.03,0.03,81.42,2.48982,0
1463,1,290.16513,51.467258,15.217,14.665,14.49,14.324,13.426,13.061,13.041,14.708,33.0,64.62452,278.8515,0.9685,0.0,0.0,0.2865,0.3556,273.0,41.62,0.2238,1.285,3.7591,9207.9,42.94386258,0.405464,49.6,88.52,520.0,5750.0,4.4,-0.42,0.94,0.808,0.0,19.344338,51.467487,-0.136,0.818,0.00097,0.0022,-0.051,-0.19,0.197,17.26,1.25537,2
1464,1,298.49329,47.013039,14.095,13.633,13.528,13.498,12.605,12.373,12.288,13.698,47.0,6.3318763,27.015203,0.245,0.0,0.0,0.3024,0.3288,31.5,2.67,0.1624,0.941,4.1,388.7,22.06402,0.022444,16.5,86.73,712.0,6232.0,4.432,0.07,1.09,1.174,0.913,19.899549,47.01306,-0.12,0.09,6e-05,0.0,0.02,-0.42,0.42,60.81,0.17456,0
1465,1,280.92612,44.087929,14.478,13.642,13.378,13.243,12.184,11.723,11.576,13.708,235.0,6.6662774,41.952225,0.5736,0.0,0.0,0.153,0.5684,45.5,2.24,0.0582,0.888,1.071,623.6,5.756245244,0.027905,21.3,87.61,773.0,4931.0,4.605,0.0,0.734,0.794,0.079,18.7284012,44.087895,-0.29,-0.13,-6e-05,-0.00016,-0.06,-0.19,0.2,84.16,5.4985,0
1466,2,298.97217,44.132381,15.572,14.792,14.524,14.364,13.376,12.923,12.782,14.839,9.0,10.977376,27.866648,0.0704,0.0,0.0,0.186,0.5256,33.7,3.61,0.5238,0.808,5.499,1532.1,148.4601819,0.040286,135.1,89.66,285.0,5159.0,4.548,0.16,0.821,0.868,0.712,19.9314893,44.13239,0.41,0.05,-0.00023,-0.00021,-0.6,0.07,0.6,1.56,2.11411,0
1467,1,298.3266,45.31551,15.087,14.058,13.741,13.536,12.424,11.863,11.753,14.145,1432.0,4.7595024,45.290287,0.5954,0.0,0.0,0.098,0.6538,57.8,3.21,0.0184,0.731,1.4083,270.4,0.934885365,0.01638,3.68,78.54,2080.0,4777.0,3.909,0.56,1.795,0.953,0.158,19.8884313,45.315455,-0.31,-0.2,9.6e-05,-6e-06,0.016,0.1,0.101,4435.29,1.07711,0
1468,2,285.79947,42.811779,15.518,15.033,14.902,14.858,14.007,13.592,13.673,15.087,47.0,7.1706915,33.93693,0.8467,0.0,0.0,0.2602,0.4096,38.0,2.66,0.1709,0.327,6.908,619.5,25.7626846,0.022795,27.62,89.32,633.0,5739.0,4.381,0.14,1.069,1.002,0.695,19.053304,42.81182,0.26,0.14,-0.0001,-0.0001,-0.37,0.02,0.37,37.99,0.60038,0
1469,2,285.79947,42.811779,15.518,15.033,14.902,14.858,14.007,13.592,13.673,15.087,105.0,4.2159834,13.435833,0.2099,0.0,0.0,0.2602,0.4096,14.1,1.45,0.0971,0.405,4.753,182.3,11.0317836,0.012457,16.47,88.59,840.0,5739.0,4.381,0.14,1.069,1.002,0.002,19.053306,42.81118,0.4,-2.2,-5e-05,0.0004,-0.95,-0.24,0.98,117.67,0.69388,0
1470,2,295.94641,42.65892,14.761,14.164,14.011,13.919,12.997,12.636,12.58,14.236,298.0,4.203215,16.764023,0.8036,0.0,0.0,0.2396,0.4415,21.6,0.88,0.049,0.253,2.877,114.7,4.12511935,0.00976,10.72,88.65,1016.0,5598.0,4.565,-0.1,0.83,0.928,0.0,19.729755,42.65846,-0.24,-1.67,2.1e-05,0.00018,0.89,-0.69,1.13,252.18,1.37114,0
1472,2,292.42108,37.682819,13.349,12.949,12.839,12.805,12.0,11.745,11.704,12.992,97.0,5.364537,27.209827,0.6773,0.0,0.0,0.3029,0.3239,32.7,1.99,0.1123,0.807,3.6138,196.9,13.12162167,0.014262,17.08,87.29,913.0,6140.0,4.265,0.0,1.277,1.094,0.006,19.4947532,37.6826,0.65,-0.79,-0.000111,0.000123,-0.4,0.14,0.42,164.48,0.54754,0
1473,1,286.71072,43.043449,13.784,13.375,13.276,13.246,12.363,12.075,12.011,13.429,28.0,11.796135,38.522243,0.4971,0.0,0.0,0.2826,0.3729,47.6,3.33,0.2726,0.939,7.222,505.5,49.6220669,0.025794,21.7,87.52,546.0,5938.0,4.331,0.16,1.184,1.097,0.0,19.1140559,43.043283,0.31,-0.6,-0.00025,0.00022,0.24,0.09,0.26,20.99,0.07822,0
1474,1,300.37128,46.408279,15.298,14.557,14.335,14.196,13.257,12.794,12.732,14.624,168.0,7.423082,39.4025,0.6206,0.0,0.0,0.1914,0.5167,46.1,2.94,0.0753,0.744,1.8334,952.9,8.08801663,0.030765,24.1,88.23,792.0,5269.0,4.494,0.14,0.874,0.87,0.015,20.0247744,46.408146,0.83,-0.48,-3e-05,0.0004,-0.11,-0.07,0.13,92.93,4.02971,0
1475,1,294.61301,45.060169,14.572,14.086,13.952,13.901,13.022,12.714,12.665,14.138,116.0,6.9801226,40.4234,0.4981,0.0,0.0,0.2868,0.3588,49.8,2.17,0.1005,0.493,3.3601,402.8,11.55103848,0.018791,23.43,88.79,845.0,5907.0,4.395,0.0,1.058,1.014,0.003,19.6408647,45.060296,-0.08,0.45,-7e-05,-0.00021,-0.1,0.03,0.1,120.76,1.82309,0
1476,1,289.2489,47.650101,15.227,14.705,14.572,14.498,13.574,13.272,13.169,14.769,304.0,5.920085,40.748875,0.0943,0.0,0.0,0.2889,0.3511,37.1,2.26,0.0535,0.494,1.813,553.9,4.469754641,0.022136,16.87,88.32,1103.0,5988.0,4.507,-0.12,0.934,1.021,0.057,19.2832695,47.650022,0.34,-0.28,-0.00017,0.00014,0.03,0.09,0.09,350.69,4.5461,0
1478,2,296.06433,45.428619,14.433,13.934,13.809,13.752,12.848,12.574,12.496,13.996,203.0,5.451816,33.815254,0.7164,0.0,0.0,0.2865,0.3671,41.2,3.07,0.0732,0.643,4.0144,260.8,6.56226483,0.01552,9.85,86.26,1290.0,5878.0,4.005,0.24,1.812,1.212,0.763,19.7376196,45.428653,-0.06,0.12,1e-05,-3.1e-05,-0.13,-0.04,0.14,654.67,0.41998,0
1480,2,288.79303,48.04023,14.607,14.213,14.131,14.095,13.324,12.988,13.011,14.274,29.0,91.49705,376.44238,0.8965,0.0,0.0,0.303,0.3166,508.8,10.6,0.2776,0.058,10.8474,5671.1,50.79034648,0.069067,38.189,89.91,612.0,6163.0,4.185,-0.06,1.406,1.102,0.062,19.25287361,48.0402041,0.156,-0.093,-0.00013,-0.00016,0.001,-0.002,0.002,33.12,0.40843,0
1483,1,283.11377,48.13139,13.811,13.285,13.12,13.069,12.181,11.845,11.772,13.328,7.0,10.35031,21.656965,0.4296,0.0,0.0,0.2622,0.4035,34.7,2.28,0.6559,0.001,10.328,584.8,201.118319,0.021853,152.01,90.0,300.0,5646.0,4.447,0.0,0.954,0.929,0.787,18.87425,48.131363,-0.08,-0.1,-6e-05,-6e-05,-1.01,0.81,1.29,1.92,1.6429,0
1484,1,293.88177,49.683151,14.896,14.427,14.315,14.256,13.405,13.096,13.034,14.49,55.0,7.0413713,31.792923,0.2426,0.0,0.0,0.2916,0.3447,37.6,2.44,0.1688,0.896,6.998,458.7,24.7577652,0.023093,13.4,86.17,644.0,6106.0,4.487,-0.16,0.966,1.043,0.548,19.592105,49.68314,-0.45,-0.02,0.00017,0.0,0.16,0.04,0.17,40.74,0.07423,0
1485,3,289.19958,49.305721,14.944,14.454,14.329,14.292,13.391,13.076,13.047,14.513,107.0,5.885593,31.15827,0.5003,0.0,0.0,0.2286,0.4641,38.2,2.88,0.1072,0.738,6.401,336.6,12.7983174,0.01815,10.75,86.06,908.0,5592.0,4.115,0.16,1.451,1.0,0.862,19.279973,49.30563,0.01,-0.31,-1e-05,-4e-05,-0.02,-0.44,0.44,160.33,0.14332,0
1486,2,288.66891,39.824009,16.457,15.602,15.274,15.077,14.022,13.44,13.368,15.629,116.0,5.9245596,31.41136,0.9844,0.0,0.0,0.1941,0.5188,37.6,1.67,0.0756,0.03,3.1683,911.6,10.13200555,0.02728,25.09,89.93,574.0,4777.0,4.689,-1.08,0.561,0.561,0.0,19.2445896,39.824305,-0.24,1.06,3e-05,-0.00119,0.12,0.03,0.12,25.66,2.91174,0
1487,1,281.66299,47.568581,15.221,14.728,14.586,14.509,13.604,13.197,13.195,14.777,36.0,8.394553,28.735064,0.0424,0.0,0.0,0.2979,0.3238,35.5,2.45,0.2159,0.654,5.941,695.2,38.505224,0.025468,39.1,89.04,532.0,5974.0,4.504,-0.42,0.881,0.904,0.0,18.777507,47.56844,-0.9,-0.5,0.00018,0.00066,0.23,0.14,0.27,18.98,0.76267,0
1488,2,292.42108,37.682819,13.349,12.949,12.839,12.805,12.0,11.745,11.704,12.992,293.0,5.7404814,28.70658,0.1091,0.0,0.0,0.3029,0.3239,34.3,1.6,0.0559,0.755,3.0643,133.2,4.6126736,0.011477,7.79,84.44,1294.0,6140.0,4.265,0.0,1.277,1.094,0.037,19.4947293,37.6829,-0.37,0.29,5.9e-05,-5.9e-05,0.03,0.43,0.43,663.8,0.42038,0
1489,4,294.15271,38.23304,15.04,14.476,14.301,14.225,13.332,12.957,12.924,14.523,126.0,5.497077,29.641619,0.0335,0.0,0.0,0.224,0.4695,37.4,2.56,0.0805,0.203,3.5317,540.6,8.67890312,0.021018,18.79,89.38,905.0,5509.0,4.308,0.16,1.116,0.924,0.31,19.610177,38.23295,-0.12,-0.33,0.00023,4e-05,0.07,0.12,0.14,158.43,1.66733,0
1490,1,289.06433,47.11742,14.893,14.419,14.297,14.246,13.369,13.053,12.988,14.476,33.0,8.180487,25.298313,0.8941,0.0,0.0,0.2916,0.3447,33.8,2.07,0.227,0.006,5.0137,500.1,39.3135699,0.020516,61.13,89.99,540.0,6060.0,4.509,-0.22,0.925,1.008,0.184,19.270958,47.11732,0.07,-0.38,4e-05,0.00019,0.13,0.04,0.13,20.04,2.79643,0
1491,1,284.47653,46.252579,16.412,15.052,14.432,14.092,12.876,12.211,12.073,15.026,227.0,4.6647468,26.828835,0.2667,0.0,0.0,0.2238,0.5081,28.5,1.12,0.0536,0.229,2.1604,401.2,5.94565516,0.018129,20.87,89.37,568.0,3974.0,4.7,-0.06,0.564,0.581,0.107,18.965119,46.25277,0.61,0.7,-0.00025,-7e-05,-0.13,0.0,0.13,24.71,4.86272,0
1492,1,287.50116,47.469269,16.764,15.398,14.78,14.444,13.217,12.555,12.415,15.313,881.0,3.7324114,26.808985,0.7632,0.0,0.0,0.3037,0.4224,34.1,1.26,0.0208,0.942,1.4796,364.7,1.52373073,0.022705,3.28,73.31,818.0,3746.0,4.736,0.0,0.51,0.516,0.0,19.1667315,47.46923,-0.48,-0.14,-0.0003,0.00019,0.58,-0.57,0.82,105.95,0.28756,0
1494,1,285.10406,45.008171,13.79,13.375,13.276,13.248,12.456,12.156,12.169,13.43,19.0,11.139173,39.420227,0.9897,0.0,0.0,0.2826,0.3729,51.7,2.4,0.3148,0.79,7.007,432.2,60.0853848,0.020987,42.4,88.93,485.0,6028.0,4.459,0.21,1.047,1.149,0.0,19.0069449,45.00797,0.29,-0.72,-6e-05,0.0003,0.29,-0.19,0.34,13.07,0.39852,0
1495,1,296.95886,46.394131,14.097,13.476,13.293,13.215,12.247,11.914,11.83,13.534,27.0,11.465475,37.634098,0.9436,0.0,0.0,0.2327,0.4526,50.0,2.5,0.2327,0.882,6.571,541.6,43.0343364,0.025125,26.1,88.07,484.0,5550.0,4.476,0.0,0.911,0.906,0.101,19.7972523,46.394037,-0.21,-0.34,0.00014,0.00011,-0.48,-0.12,0.49,13.01,0.18252,0
1497,1,292.0134,49.019119,14.214,13.694,13.548,13.504,12.573,12.206,12.152,13.748,15.0,14.281977,38.35715,0.4822,0.0,0.0,0.2622,0.4035,57.6,2.51,0.3815,0.724,7.82,625.5,88.6440015,0.024607,62.8,89.34,391.0,5661.0,4.471,0.0,0.934,0.941,0.059,19.4675668,49.019042,0.24,-0.28,0.0,0.00019,0.31,-0.29,0.43,5.51,0.59555,0
1498,1,291.53439,47.0425,13.963,13.575,13.479,13.435,12.592,12.313,12.259,13.624,39.0,7.4211526,27.80376,0.842,0.0,0.0,0.2602,0.4096,34.0,2.97,0.2124,0.927,2.868,436.7,35.01190875,0.023595,40.5,88.69,603.0,5872.0,4.332,0.1,1.153,1.041,0.028,19.435628,47.04273,0.06,0.81,1e-05,-0.00025,0.05,-0.09,0.1,31.35,1.02226,0
1499,2,285.12204,44.1106,15.212,14.581,14.394,14.291,13.37,12.937,12.898,14.64,78.0,6.27216,33.874874,0.6192,0.0,0.0,0.2434,0.4341,40.9,2.03,0.121,0.55,2.9052,644.9,16.57099265,0.023913,37.6,89.16,614.0,5483.0,4.589,-0.22,0.779,0.865,0.131,19.0081272,44.110491,-0.31,-0.39,0.00014,0.00018,-0.18,-0.12,0.21,33.53,3.6704,0
1500,1,292.75732,43.42691,13.074,12.77,12.708,12.726,11.887,11.713,11.684,12.818,84.0,5.9957867,34.956825,0.8718,0.0,0.0,0.3168,0.2958,49.8,3.71,0.1396,0.013,6.5047,377.5,16.00496657,0.017862,19.14032,89.96,1040.0,6384.0,4.029,0.12,1.904,1.412,0.101,19.5171511,43.426832,-0.14,-0.28,7.4e-05,7e-06,0.07,0.03,0.08,276.53,0.51784,0
1501,3,294.61365,45.984619,15.817,15.287,15.159,15.065,14.179,13.843,13.728,15.356,687.0,5.1833353,35.474197,0.661,0.0,0.0,0.2555,0.4191,43.1,2.38,0.0307,0.673,2.0944,392.8,1.954525966,0.019224,5.51,82.98,1540.0,5741.0,4.331,0.16,1.136,1.01,0.625,19.640918,45.98453,0.29,-0.32,-0.0001,1e-05,0.01,0.41,0.41,1331.18,0.8297,0
1503,1,283.46936,40.13261,14.744,14.064,13.879,13.79,12.838,12.475,12.396,14.139,141.0,4.9379325,30.212036,0.604,0.0,0.0,0.2327,0.4526,34.3,1.78,0.0702,0.032,2.165,453.3,7.23400381,0.019155,26.01,89.93,831.0,5411.0,4.523,0.0,0.85,0.879,0.159,18.8979599,40.13258,0.11,-0.1,-0.00015,-0.00015,0.09,-0.02,0.09,112.48,6.3602,0
1504,1,293.14447,46.666241,15.79,15.3,15.188,15.11,14.268,13.967,13.903,15.368,198.0,5.4710145,28.430346,0.9972,0.0,0.0,0.3024,0.3288,33.6,2.5,0.0741,0.026,2.6215,520.3,6.77408984,0.020933,20.16,89.92,1058.0,6246.0,4.433,0.07,1.092,1.18,0.678,19.542957,46.66625,-0.25,0.02,6e-05,-0.00011,-0.21,0.04,0.21,295.82,3.37561,0
1505,2,299.21317,41.424831,15.434,14.637,14.4,14.263,13.25,12.769,12.711,14.711,65.0,37.637707,198.6218,0.2144,0.0,0.0,0.1451,0.582,226.8,6.24,0.1353,0.334,3.1488,5368.1,20.172024672,0.066137,49.55,89.61,564.0,5064.0,4.474,0.18,0.864,0.811,0.0,19.9475577,41.424783,0.554,-0.17,0.00108,-0.00098,-0.066,0.129,0.145,24.0,5.65507,0
1508,1,296.75574,46.998291,13.711,13.21,13.104,13.073,12.123,11.829,11.73,13.286,76.0,4.8745027,22.670963,0.6696,0.0,0.0,0.2868,0.3588,15.7,2.05,0.1167,0.927,3.208,251.1,14.37504582,0.017825,14.39,86.3,786.0,5931.0,4.403,0.0,1.053,1.023,0.827,19.783726,46.99838,0.33,0.33,-1.9e-05,-2.7e-05,-0.32,-0.27,0.42,90.16,0.27281,0
1510,1,292.59164,38.399658,15.373,14.86,14.703,14.613,13.773,13.389,13.371,14.904,9.0,11.1462345,23.204792,0.4109,0.0,0.0,0.2327,0.4526,26.4,3.33,0.5302,0.034,6.854,1267.1,147.97391,0.032114,170.1,89.99,329.0,5578.0,4.44,0.0,0.95,0.905,0.644,19.506106,38.3996,-0.11,-0.2,-7e-05,0.00031,0.21,-0.08,0.22,2.78,4.25487,0
1511,1,299.5495,45.769749,13.178,12.536,12.329,12.256,11.422,11.151,11.056,12.584,99.0,5.2294526,27.768732,0.3824,0.0,0.0,0.2638,0.4046,35.7,1.77,0.1092,0.498,4.4078,156.1,13.24503482,0.011651,20.22,88.59,887.0,5636.0,4.147,0.12,1.39,0.988,0.0,19.969989,45.7696,0.87,-0.53,-0.000128,0.000118,0.52,-0.24,0.57,146.31,0.8915,0
1513,1,289.44452,41.31776,14.372,13.684,13.478,13.37,12.388,11.989,11.907,13.746,347.0,4.598209,20.862171,0.2734,0.0,0.0,0.1914,0.5167,24.3,0.93,0.0466,0.466,2.0808,127.8,3.85690686,0.010442,12.71,87.9,972.0,5272.0,4.574,0.12,0.813,0.902,0.001,19.296289,41.31767,-0.5,-0.31,0.000106,0.000103,0.17,0.07,0.18,210.44,2.61216,0
